#Thorlabs FTS
[SpectrumHeader]
#Date;20181009
#Time;16372610
#GMTTime;14372610
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;0.080000
#TriggerMode;0
#InterferometerSerial;M00467604
#Source;
#AirMeasureOpt;0
#WnrMin;0.000000
#WnrMax;0.000000
#Length;3648
#Resolution;0.0000000000e+000
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.949316254e+002;-9.152788552e-004
1.951351929e+002;-2.209293743e-004
1.953387756e+002;2.661672886e-003
1.955423584e+002;-1.052044627e-005
1.957459717e+002;5.260223406e-005
1.959496002e+002;5.365427933e-004
1.961532288e+002;1.904200763e-003
1.963568878e+002;6.417472614e-004
1.965605621e+002;1.777955447e-003
1.967642517e+002;2.840520465e-004
1.969679565e+002;7.890334819e-004
1.971716614e+002;1.357137575e-003
1.973753967e+002;2.261895919e-003
1.975791473e+002;-7.259108243e-004
1.977829132e+002;-1.788475929e-004
1.979866943e+002;5.260223406e-005
1.981904755e+002;1.083606039e-003
1.983942871e+002;1.651710132e-003
1.985981140e+002;1.294014975e-003
1.988019562e+002;1.167769544e-003
1.990058136e+002;1.020483323e-003
1.992096863e+002;-1.230892260e-003
1.994135590e+002;-2.840520465e-004
1.996174622e+002;1.125687733e-003
1.998213806e+002;8.100743871e-004
2.000253143e+002;-1.367658115e-004
2.002292633e+002;1.209851354e-003
2.004332275e+002;9.468401549e-005
2.006372070e+002;-1.578067022e-004
2.008412018e+002;2.840520465e-004
2.010452118e+002;1.672751037e-003
2.012492371e+002;1.125687733e-003
2.014532623e+002;-5.260223406e-005
2.016573181e+002;-2.840520465e-004
2.018613892e+002;2.388141351e-003
2.020654755e+002;-1.367658115e-004
2.022695770e+002;7.469517295e-004
2.024736938e+002;8.942379500e-004
2.026778259e+002;1.904200763e-003
2.028819733e+002;3.050929517e-004
2.030861359e+002;6.207063561e-004
2.032903137e+002;1.294014975e-003
2.034945068e+002;4.734200775e-004
2.036987152e+002;6.207063561e-004
2.039029388e+002;1.041524229e-003
2.041071777e+002;-7.469517295e-004
2.043114319e+002;2.514386782e-003
2.045157013e+002;9.784015128e-004
2.047199860e+002;2.051487099e-003
2.049242859e+002;2.209293743e-004
2.051286011e+002;3.050929517e-004
2.053329315e+002;5.786245456e-004
2.055372772e+002;-2.209293743e-004
2.057416382e+002;1.420260291e-003
2.059460144e+002;8.521561394e-004
2.061504059e+002;1.378178480e-003
2.063548126e+002;1.820037258e-003
2.065592346e+002;1.188810449e-003
2.067636719e+002;1.230892260e-003
2.069681244e+002;7.469517295e-004
2.071725922e+002;-1.525464701e-003
2.073770752e+002;-1.157249135e-004
2.075815735e+002;-1.998884836e-004
2.077860870e+002;5.260223406e-005
2.079906158e+002;7.469517295e-004
2.081951599e+002;2.209293743e-004
2.083997192e+002;2.240855014e-003
2.086042938e+002;-1.578067022e-004
2.088088837e+002;-8.942379500e-004
2.090134888e+002;1.146728639e-003
2.092181091e+002;2.388141351e-003
2.094227448e+002;3.471747332e-004
2.096273956e+002;-1.998884836e-004
2.098320618e+002;9.994424181e-004
2.100367432e+002;5.155018880e-004
2.102414398e+002;2.419702651e-004
2.104461365e+002;-7.259108243e-004
2.106508636e+002;1.125687733e-003
2.108556061e+002;1.841078163e-003
2.110603638e+002;6.838290137e-004
2.112651367e+002;1.420260291e-003
2.114699249e+002;9.152788552e-004
2.116747284e+002;9.573606076e-004
2.118795471e+002;1.157249135e-004
2.120843811e+002;1.546505606e-003
2.122892303e+002;-4.313382960e-004
2.124940948e+002;8.942379500e-004
2.126989746e+002;2.209293743e-004
2.129038696e+002;1.567546511e-003
2.131087799e+002;1.578067022e-004
2.133137054e+002;1.357137575e-003
2.135186462e+002;2.556468593e-003
2.137236023e+002;1.251933165e-003
2.139285736e+002;3.261338279e-004
2.141335602e+002;1.672751037e-003
2.143385468e+002;2.156691626e-003
2.145435638e+002;1.925241668e-003
2.147485962e+002;1.157249135e-004
2.149536438e+002;1.862119068e-003
2.151587067e+002;-2.630111703e-004
2.153637848e+002;8.942379500e-004
2.155688782e+002;-9.468401549e-005
2.157739868e+002;1.693791943e-003
2.159790955e+002;1.777955447e-003
2.161842346e+002;6.417472614e-004
2.163893890e+002;-7.679925766e-004
2.165945587e+002;1.946282573e-003
2.167997437e+002;1.167769544e-003
2.170049438e+002;1.588587416e-003
2.172101440e+002;8.731970447e-004
2.174153748e+002;1.420260291e-003
2.176206207e+002;3.471747332e-004
2.178258820e+002;-3.156133971e-005
2.180311584e+002;8.731970447e-004
2.182364349e+002;1.820037258e-003
2.184417419e+002;-2.630111703e-004
2.186470642e+002;9.152788552e-004
2.188524017e+002;1.209851354e-003
2.190577393e+002;-9.468401549e-005
2.192631073e+002;-7.048699190e-004
2.194684906e+002;2.630111703e-004
2.196738892e+002;-3.050929517e-004
2.198792877e+002;1.483383006e-003
2.200847168e+002;3.050929517e-004
2.202901611e+002;2.093568910e-003
2.204956055e+002;8.731970447e-004
2.207010803e+002;-5.575836403e-004
2.209065704e+002;1.672751037e-003
2.211120605e+002;2.009405289e-003
2.213175812e+002;-9.468401549e-005
2.215231171e+002;1.020483323e-003
2.217286530e+002;-1.998884836e-004
2.219342194e+002;1.272974070e-003
2.221397858e+002;1.578067022e-004
2.223453827e+002;-5.260223406e-005
2.225509949e+002;1.188810449e-003
2.227566071e+002;1.041524229e-003
2.229622498e+002;4.944609827e-004
2.231678925e+002;1.756914542e-003
2.233735657e+002;-3.471747332e-004
2.235792389e+002;1.483383006e-003
2.237849426e+002;-8.521561394e-004
2.239906464e+002;1.420260291e-003
2.241963806e+002;3.050929517e-004
2.244021149e+002;2.703754697e-003
2.246078644e+002;8.311152924e-004
2.248136444e+002;1.062565134e-003
2.250194244e+002;2.840520465e-004
2.252252350e+002;2.630111703e-004
2.254310455e+002;6.417472614e-004
2.256368713e+002;2.114609815e-003
2.258427277e+002;-1.157249135e-004
2.260485840e+002;1.209851354e-003
2.262544556e+002;4.944609827e-004
2.264603577e+002;-9.468401549e-005
2.266662598e+002;-1.083606039e-003
2.268721771e+002;7.890334819e-004
2.270781250e+002;-1.157249135e-004
2.272840729e+002;9.784015128e-004
2.274900360e+002;5.575836403e-004
2.276960144e+002;-3.892565146e-004
2.279020233e+002;8.311152924e-004
2.281080322e+002;2.051487099e-003
2.283140564e+002;4.523792013e-004
2.285200958e+002;4.734200775e-004
2.287261505e+002;1.357137575e-003
2.289322205e+002;1.967323478e-003
2.291383057e+002;5.260223406e-005
2.293444214e+002;2.072528005e-003
2.295505371e+002;-3.682156384e-004
2.297566681e+002;1.315055764e-003
2.299628143e+002;-5.575836403e-004
2.301689758e+002;-5.260223406e-005
2.303751526e+002;1.020483323e-003
2.305813446e+002;1.146728639e-003
2.307875519e+002;1.672751037e-003
2.309937744e+002;1.146728639e-003
2.312000122e+002;9.994424181e-004
2.314062500e+002;9.468401549e-005
2.316125183e+002;4.102974199e-004
2.318188019e+002;1.578067022e-004
2.320251007e+002;-1.367658115e-004
2.322314148e+002;1.925241668e-003
2.324377441e+002;4.313382960e-004
2.326440735e+002;1.788475929e-004
2.328504333e+002;4.734200775e-004
2.330568085e+002;-9.152788552e-004
2.332631989e+002;1.167769544e-003
2.334695892e+002;2.240855014e-003
2.336760101e+002;2.630111703e-004
2.338824463e+002;1.020483323e-003
2.340888824e+002;4.523792013e-004
2.342953491e+002;1.294014975e-003
2.345018311e+002;7.048699190e-004
2.347083130e+002;2.935204655e-003
2.349148254e+002;3.892565146e-004
2.351213379e+002;2.303977730e-003
2.353278809e+002;1.294014975e-003
2.355344238e+002;2.093568910e-003
2.357409973e+002;1.272974070e-003
2.359475708e+002;-3.682156384e-004
2.361541748e+002;4.102974199e-004
2.363607788e+002;9.573606076e-004
2.365674133e+002;2.198773203e-003
2.367740479e+002;1.104646828e-003
2.369806976e+002;9.573606076e-004
2.371873779e+002;1.567546511e-003
2.373940582e+002;-1.998884836e-004
2.376007538e+002;3.471747332e-004
2.378074646e+002;6.627881085e-004
2.380142059e+002;1.188810449e-003
2.382209473e+002;5.365427933e-004
2.384277039e+002;-2.209293743e-004
2.386344757e+002;1.998884836e-004
2.388412628e+002;7.469517295e-004
2.390480804e+002;7.890334819e-004
2.392548981e+002;8.942379500e-004
2.394617310e+002;-8.100743871e-004
2.396685791e+002;3.682156384e-004
2.398754425e+002;-4.734200775e-004
2.400823212e+002;2.209293743e-004
2.402892151e+002;4.102974199e-004
2.404961243e+002;1.336096670e-003
2.407030334e+002;-4.734200775e-004
