#Thorlabs FTS;
[SpectrumHeader];
#Date;20181003
#Time;16444306
#GMTTime;14444306
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;0.004
#TriggerMode;0
#InterferometerSerial;M00467860
#Source;
#AirMeasureOpt;0
#WnrMin;0
#WnrMax;0
#Length;3648
#Resolution;0,00E+00
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0
#AirPressure;0
#AirRelHum;0
#Name;
#Comment;
[Data];
321.5512085;0.000612348
321.6586914;0.00038057
321.7661743;0.000608054
321.8736877;0.000432076
321.9812012;0.00021747
322.0886841;-6.15208E-05
322.196228;0.000642392
322.3037415;-4.86444E-05
322.4112854;0.000371986
322.5188293;2.43222E-05
322.6263733;0.000410616
322.7339172;0.000170255
322.8414917;0.000170255
322.9490662;0.00045783
323.0566406;0.000402032
323.1642151;0.000281852
323.2717896;0.000384864
323.3793945;0.000256098
323.4869995;6.72438E-05
323.5946045;0.000247514
323.70224;9.72888E-05
323.8098755;8.44124E-05
323.9174805;0.000560842
324.0251465;0.000234638
324.132782;0.000341942
324.240448;0.000492166
324.3480835;0.000453538
324.4557495;0.000303312
324.563446;0.000333358
324.6711121;0.00023893
324.7788086;0.000573718
324.8865051;0.000230346
324.9942017;0.000354818
325.1019287;0.000247514
325.2096252;0.000281852
325.3173523;0.000105873
325.4250793;0.00026039
325.5328369;0.000307604
325.640564;0.000256098
325.7483215;0.000371986
325.8560791;0.000329066
325.9638672;0.00027756
326.0716248;0.00014021
326.1794128;0.000247514
326.2872009;0.000153087
326.394989;-1.43072E-06
326.5028076;0.00083554
326.6105957;0.000371986
326.7184143;0.000436368
326.8262329;0.000286144
326.934082;0.000303312
327.0419006;0.000449246
327.1497498;0.000749696
327.2575989;0.00023893
327.3654785;0.000256098
327.4733276;-0.000194578
327.5812073;0.00023893
327.6890869;5.00752E-05
327.7969666;0.000281852
327.9048462;-1.43072E-06
328.0127563;0.000423492
328.1206665;0.000153087
328.2285767;0.000492166
328.3364868;0.00002003
328.4444275;0.000462122
328.5523682;0.000384864
328.6603088;0.000492166
328.7682495;0.000170255
328.8762207;0.000449246
328.9841614;0.000187424
329.0921326;0.000114457
329.2001343;0.000427784
329.3081055;0.000509336
329.4161072;0.000183132
329.5240784;0.000329066
329.6321106;0.000329066
329.7401123;0.00026039
329.848114;0.000410616
329.9561462;0.000174548
330.0641785;4.14908E-05
330.1722107;0.000135918
330.2802734;0.000406324
330.3883362;0.00032048
330.4963684;0.000226054
330.6044617;0.000668146
330.7125244;0.000294728
330.8206177;0.000187424
330.9286804;0.00027756
331.0367737;0.000234638
331.1448975;-1.43072E-06
331.2529907;0.000316188
331.3611145;0.000165963
331.4692383;0.000324772
331.5773621;6.72438E-05
331.6855164;0.000371986
331.7936401;0.000221762
331.9017944;0.000213176
332.0099487;0.00021747
332.1181335;0.00026039
332.2262878;0.000414908
332.3344727;0.000414908
332.4426575;0.000251806
332.5508423;0.00038057
332.6590576;6.72438E-05
332.7672424;0.00038057
332.8754578;0.000226054
332.9836731;0.00029902
333.0919189;0.000341942
333.2001343;0.000414908
333.3083801;0.000307604
333.416626;0.000110165
333.5248718;0.000114457
333.6331482;0.00061664
333.7414246;0.00033765
333.8496704;0.000500752
333.9579773;0.000286144
334.0662537;0.000307604
334.1745605;0.000183132
334.2828369;0.0006381
334.3911743;0.000303312
334.4994812;-8.29816E-05
334.6077881;0.000354818
334.7161255;0.000208884
334.8244629;0.000187424
334.9328003;0.000311896
335.0411682;8.44124E-05
335.1495056;0.000530796
335.2578735;-2.71836E-05
335.3662415;0.000268974
335.4746399;0.000363402
335.5830078;0.000432076
335.6914063;0.000530796
335.7998047;0.000474998
335.9082031;-7.01052E-05
336.0166321;0.000449246
336.1250305;-0.00019887
336.2334595;0.00038057
336.3418884;0.000436368
336.4503479;0.000170255
336.5587769;0.000131626
336.6672363;0.000268974
336.7756958;0.000157379
336.8841553;0.000732528
336.9926453;9.72888E-05
337.1011047;0.000264682
337.2095947;0.00011875
337.3180847;0.000123042
337.4266052;3.71986E-05
337.5350952;0.000444954
337.6436157;0.000350526
337.7521362;0.000565134
337.8606567;0.000161671
337.9692078;0.000110165
338.0777283;0.000153087
338.1862793;9.29966E-05
338.2948303;0.0002003
338.4034119;0.00051792
338.5119629;0.00032048
338.6205444;0.00002003
338.729126;0.00045783
338.8377075;0.000440662
338.9463196;1.57379E-05
339.0549316;0.000333358
